student_id,gender,age,attendance,homework_completion,test_scores,participation,study_hours_per_week,parental_education,internet_access,school_support,extra_classes,travel_time_to_school,health_status,number_of_absences,performance
19045,Female,18,91,64,72,77,16,master,yes,yes,no,17,3,11,1
19046,Female,17,84,96,92,84,18,high_school,yes,no,yes,44,5,5,1
19047,Female,18,91,64,54,82,8,high_school,yes,no,no,6,1,15,0
19048,Male,14,54,100,92,89,4,master,yes,no,no,18,1,8,1
19049,Female,16,85,83,59,100,9,high_school,yes,no,no,26,4,15,1
19050,Male,17,69,98,51,72,19,master,yes,yes,no,38,4,13,0
19051,Male,17,50,90,64,64,11,high_school,yes,no,no,9,5,5,0
19052,Female,16,95,92,100,63,19,high_school,yes,yes,no,30,1,13,1
19053,Male,17,78,61,78,90,9,high_school,yes,no,yes,50,4,1,0
19054,Male,18,88,96,89,100,2,high_school,yes,yes,no,30,1,18,1
19055,Female,17,57,80,88,99,19,master,yes,no,yes,17,3,9,1
19056,Male,16,54,61,85,75,16,master,yes,no,yes,6,2,3,0
19057,Female,18,65,71,92,55,11,high_school,yes,no,no,46,5,6,0
19058,Male,18,96,71,79,79,1,high_school,yes,no,no,44,5,20,1
19059,Female,15,55,53,64,85,3,high_school,yes,no,no,20,5,5,0
19060,Male,18,62,58,90,92,8,bachelor,yes,yes,no,32,5,18,0
19061,Female,18,80,82,98,55,12,high_school,yes,yes,no,8,5,15,1
19062,Female,18,52,74,66,71,18,high_school,yes,no,no,36,2,17,0
19063,Male,14,77,89,72,57,13,bachelor,yes,no,yes,48,1,14,0
19064,Male,15,90,52,59,98,15,high_school,yes,no,yes,28,5,9,0
19065,Female,17,70,95,97,87,7,high_school,yes,yes,yes,46,3,17,1
19066,Female,17,90,51,90,53,11,high_school,yes,no,yes,53,3,14,1
19067,Female,15,65,53,67,77,10,high_school,yes,no,no,10,3,9,0
19068,Male,14,65,86,58,66,4,high_school,yes,no,no,38,3,1,0
19069,Male,18,83,94,86,50,15,high_school,yes,no,yes,35,3,13,1
19070,Male,17,83,50,84,60,17,bachelor,yes,no,no,60,5,16,0
19071,Male,15,74,84,96,65,15,high_school,yes,no,no,53,2,7,1
19072,Female,18,78,95,85,59,20,master,yes,yes,no,57,5,19,1
19073,Male,14,70,56,93,53,7,master,yes,no,no,60,2,1,0
19074,Female,18,52,97,53,96,17,high_school,yes,no,yes,47,4,3,0
19075,Male,17,68,83,65,94,8,bachelor,no,no,no,55,2,16,0
19076,Female,17,95,61,62,59,4,high_school,yes,no,no,11,2,14,0
19077,Female,17,58,73,55,98,7,master,yes,no,yes,20,1,7,0
19078,Male,16,74,78,70,55,18,bachelor,yes,no,no,15,3,12,0
19079,Female,18,58,57,94,76,14,high_school,yes,yes,yes,37,5,5,0
19080,Male,14,62,82,79,74,6,high_school,yes,no,no,43,2,3,0
19081,Female,18,99,97,68,60,17,high_school,yes,no,no,6,1,13,1
19082,Female,14,64,56,79,88,14,high_school,yes,no,no,35,1,8,0
19083,Male,14,51,93,71,65,2,bachelor,yes,yes,no,19,4,10,0
19084,Male,18,66,85,68,54,12,bachelor,yes,no,no,23,1,10,0
19085,Male,14,55,85,66,61,10,bachelor,yes,yes,no,59,4,13,0
19086,Male,16,73,60,73,52,8,high_school,no,yes,no,24,5,3,0
19087,Female,18,85,55,51,78,5,bachelor,yes,no,no,19,2,20,0
19088,Female,18,75,58,57,63,16,bachelor,yes,yes,no,29,2,2,0
19089,Female,17,96,54,64,77,18,master,yes,yes,no,49,3,9,0
19090,Female,17,69,54,50,62,14,bachelor,yes,yes,no,26,5,14,0
19091,Female,14,52,51,61,73,18,high_school,yes,yes,no,60,2,3,0
19092,Female,14,64,50,57,98,5,high_school,yes,yes,no,11,3,5,0
19093,Female,18,65,66,87,79,5,master,no,yes,no,22,4,11,0
19094,Female,17,97,60,92,55,16,master,yes,no,no,42,1,17,1
19095,Female,14,99,68,58,95,12,bachelor,yes,yes,no,46,1,11,1
19096,Male,18,72,100,91,83,6,bachelor,yes,yes,no,26,5,0,1
19097,Female,15,67,75,64,51,15,bachelor,yes,yes,no,15,2,12,0
19098,Male,17,96,91,66,54,1,bachelor,yes,no,no,55,4,6,1
19099,Male,15,64,62,81,88,14,high_school,no,no,yes,24,1,18,0
19100,Male,18,59,57,78,63,11,high_school,yes,no,no,34,1,9,0
19101,Female,15,88,98,86,91,5,bachelor,yes,yes,yes,9,1,10,1
19102,Female,16,54,66,68,95,2,bachelor,yes,yes,no,18,4,3,0
19103,Male,16,64,71,97,91,18,bachelor,yes,no,no,23,2,9,1
19104,Male,18,83,65,86,85,17,high_school,yes,no,no,49,2,11,1
19105,Male,14,58,82,82,51,14,high_school,yes,no,no,41,5,0,0
19106,Female,14,96,71,79,76,1,high_school,yes,yes,yes,57,2,4,1
19107,Female,15,79,95,92,68,19,bachelor,no,yes,no,55,3,10,1
19108,Male,17,81,65,66,78,20,bachelor,no,no,yes,40,3,15,0
19109,Female,17,53,54,68,97,19,high_school,yes,yes,no,28,4,15,0
19110,Male,14,84,51,59,55,8,bachelor,yes,no,yes,42,4,18,0
19111,Male,17,97,78,90,73,9,master,yes,no,no,36,5,4,1
19112,Male,18,66,73,76,97,18,high_school,yes,yes,no,26,4,9,0
19113,Male,17,65,68,57,67,5,high_school,yes,no,no,49,2,14,0
19114,Male,16,60,54,91,78,20,bachelor,yes,yes,no,24,2,11,0
19115,Male,14,98,66,53,68,18,high_school,yes,no,yes,56,5,9,0
19116,Female,17,95,94,63,53,4,high_school,yes,yes,no,28,4,10,1
19117,Female,14,87,54,76,86,12,high_school,no,yes,yes,51,4,13,0
19118,Male,16,89,88,87,62,6,bachelor,no,no,no,24,2,10,1
19119,Female,16,53,56,96,73,19,high_school,yes,yes,no,46,3,9,0
19120,Male,16,52,67,86,71,1,bachelor,yes,yes,yes,42,2,16,0
19121,Male,16,78,51,99,63,16,bachelor,yes,no,no,48,2,7,1
19122,Female,14,77,52,56,83,16,master,yes,yes,no,36,1,2,0
19123,Male,14,68,95,64,80,16,master,yes,no,no,55,5,6,0
19124,Female,16,78,51,97,83,3,bachelor,yes,yes,yes,35,4,0,1
19125,Male,18,50,50,64,52,14,master,yes,yes,no,58,2,2,0
19126,Female,17,99,85,76,98,20,high_school,yes,yes,no,40,3,2,1
19127,Male,15,75,100,81,57,15,high_school,yes,yes,no,17,2,2,1
19128,Male,18,64,70,91,78,15,bachelor,no,yes,no,31,3,13,0
19129,Female,14,64,95,96,95,10,master,yes,yes,yes,48,4,13,1
19130,Male,14,76,96,93,51,19,bachelor,no,yes,no,21,3,9,1
19131,Male,16,95,58,52,73,1,master,yes,no,no,42,5,3,0
19132,Female,16,94,79,85,72,7,master,yes,yes,no,55,3,9,1
19133,Female,16,100,86,82,75,11,bachelor,no,yes,no,49,5,7,1
19134,Female,14,53,68,88,93,9,high_school,yes,yes,no,17,4,8,0
19135,Male,17,73,97,62,84,6,high_school,no,no,yes,18,2,20,0
19136,Female,17,84,65,89,75,6,high_school,no,no,yes,7,5,3,1
19137,Male,15,71,52,89,96,10,bachelor,yes,no,no,51,2,5,0
19138,Male,17,57,72,55,74,16,high_school,yes,no,no,30,4,14,0
19139,Female,16,63,97,93,84,20,high_school,yes,no,yes,41,5,14,1
19140,Male,15,96,79,100,89,10,bachelor,yes,no,no,17,4,10,1
19141,Female,15,79,100,73,67,6,bachelor,yes,yes,no,50,2,10,1
19142,Male,14,59,70,58,79,16,high_school,no,no,yes,52,1,16,0
19143,Male,17,56,83,52,55,19,bachelor,no,yes,yes,12,4,6,0
19144,Female,17,67,56,50,54,10,bachelor,yes,yes,yes,18,1,11,0
19145,Female,16,51,63,52,100,3,high_school,yes,no,yes,17,1,2,0
19146,Female,15,94,58,59,57,7,bachelor,yes,no,yes,37,3,17,0
19147,Male,17,92,69,97,61,4,bachelor,yes,no,no,13,1,5,1
19148,Female,14,73,78,57,62,19,bachelor,yes,yes,no,30,4,3,0
19149,Female,14,67,59,80,75,15,bachelor,yes,yes,no,49,2,19,0
19150,Female,15,73,93,64,57,11,high_school,yes,yes,yes,29,3,13,0
19151,Female,15,89,87,70,50,10,bachelor,yes,yes,no,30,2,7,1
19152,Female,14,88,50,79,86,18,bachelor,yes,no,no,34,3,16,1
19153,Male,14,79,94,85,70,16,high_school,no,yes,no,21,2,1,1
19154,Male,18,61,80,59,90,4,bachelor,yes,no,no,19,5,9,0
19155,Male,14,77,56,60,78,2,high_school,yes,no,no,56,2,19,0
19156,Male,16,74,97,87,89,18,bachelor,no,no,no,15,4,3,1
19157,Male,17,80,59,65,79,3,high_school,yes,yes,yes,48,1,4,0
19158,Female,16,65,100,53,58,4,bachelor,no,no,yes,25,2,20,0
19159,Male,14,65,88,96,99,6,bachelor,yes,yes,no,34,3,19,1
19160,Female,18,65,93,85,51,16,master,yes,yes,no,44,1,8,1
19161,Female,17,81,74,62,63,12,high_school,yes,no,yes,29,3,14,0
19162,Female,14,74,72,95,81,6,bachelor,yes,no,no,21,5,1,1
19163,Female,16,65,100,66,70,6,master,no,yes,yes,50,5,6,0
19164,Male,18,87,78,80,74,2,bachelor,yes,no,yes,26,5,11,1
19165,Female,15,82,60,61,73,3,master,yes,yes,no,34,3,12,0
19166,Male,18,92,56,61,99,16,bachelor,yes,yes,no,12,5,12,0
19167,Male,14,76,53,81,73,9,high_school,yes,yes,no,13,2,10,0
19168,Female,14,98,56,60,94,6,master,no,no,no,34,3,9,0
19169,Female,15,93,60,56,94,2,bachelor,yes,yes,yes,39,2,0,0
19170,Female,18,73,87,50,74,2,master,no,yes,no,46,4,4,0
19171,Female,14,61,57,91,63,20,master,no,yes,no,51,1,4,0
19172,Male,14,60,53,87,66,4,high_school,yes,no,no,36,5,13,0
19173,Female,18,67,52,60,96,7,high_school,no,no,no,40,3,5,0
19174,Female,14,91,88,84,64,16,bachelor,yes,no,yes,25,3,11,1
19175,Female,18,86,82,73,55,15,bachelor,yes,yes,no,57,5,6,1
19176,Female,15,68,70,55,89,3,high_school,yes,no,yes,53,5,19,0
19177,Female,15,74,53,90,97,1,high_school,yes,no,no,6,4,15,0
19178,Female,18,64,100,73,69,6,high_school,yes,no,yes,29,4,18,0
19179,Male,17,65,92,56,73,2,high_school,yes,yes,no,43,5,11,0
19180,Male,15,63,96,69,56,18,bachelor,yes,no,no,47,2,13,0
19181,Female,16,99,93,50,79,13,bachelor,yes,no,no,6,3,5,1
19182,Female,17,74,72,61,97,16,high_school,yes,no,no,14,1,19,0
19183,Female,15,94,66,58,96,7,bachelor,yes,no,no,17,2,17,0
19184,Female,15,99,63,68,50,4,bachelor,yes,no,no,60,5,4,0
19185,Female,17,71,95,89,93,17,bachelor,yes,yes,no,39,4,4,1
19186,Female,14,73,83,86,74,19,high_school,yes,no,no,41,1,12,1
19187,Female,18,57,90,96,76,3,bachelor,yes,no,no,5,4,6,1
19188,Male,18,52,91,99,97,9,bachelor,yes,no,no,51,3,5,1
19189,Female,18,75,62,86,95,1,high_school,yes,no,no,56,1,8,1
19190,Male,14,64,54,78,56,2,high_school,yes,no,yes,15,2,18,0
19191,Male,18,72,96,51,92,4,bachelor,yes,no,yes,21,3,1,0
19192,Male,15,77,92,81,82,18,high_school,yes,no,yes,28,5,4,1
19193,Female,16,72,79,53,90,19,master,yes,no,yes,28,3,14,0
19194,Male,14,59,94,75,61,1,high_school,yes,no,no,6,3,10,0
19195,Female,17,77,82,91,52,9,bachelor,yes,no,no,53,3,17,1
19196,Female,18,77,80,56,96,6,high_school,no,yes,no,9,5,18,0
19197,Male,18,88,77,51,55,15,high_school,yes,yes,no,32,5,4,0
19198,Female,17,79,94,73,67,1,high_school,yes,yes,yes,7,1,20,1
19199,Female,18,52,98,86,74,1,master,no,yes,no,17,5,17,0
19200,Female,14,78,68,75,87,9,high_school,yes,no,no,50,3,3,0
19201,Male,18,67,99,55,78,5,high_school,yes,yes,yes,10,2,1,0
19202,Male,14,67,76,59,88,2,bachelor,yes,no,no,23,3,9,0
19203,Female,16,93,76,61,64,18,master,no,no,no,59,1,5,0
19204,Female,14,73,55,78,55,6,bachelor,yes,no,no,52,5,1,0
19205,Female,16,58,65,73,83,11,bachelor,yes,no,no,28,1,5,0
19206,Male,14,90,82,93,92,17,master,yes,no,yes,11,3,3,1
19207,Female,14,68,64,55,85,5,master,yes,no,no,57,5,4,0
19208,Male,15,92,67,81,96,17,bachelor,yes,no,no,33,1,19,1
19209,Male,16,65,60,77,71,17,master,yes,no,yes,12,4,14,0
19210,Female,16,53,89,81,96,5,high_school,yes,no,no,58,2,20,0
19211,Female,17,81,81,100,64,6,master,no,no,no,13,1,7,1
19212,Male,17,74,59,79,58,8,high_school,yes,yes,no,50,3,19,0
19213,Male,14,89,61,66,74,15,high_school,yes,no,no,11,3,16,0
19214,Female,18,81,75,57,71,14,bachelor,yes,no,yes,59,1,7,0
19215,Female,18,61,76,69,60,4,bachelor,no,no,no,56,2,9,0
19216,Female,15,56,61,65,80,10,high_school,yes,no,no,44,3,7,0
19217,Female,18,53,93,92,64,13,bachelor,yes,no,no,37,5,5,0
19218,Female,18,74,74,59,61,3,master,yes,no,no,33,5,10,0
19219,Male,14,96,98,86,54,11,high_school,yes,no,no,44,3,19,1
19220,Male,14,99,55,75,55,11,high_school,yes,yes,yes,24,5,2,0
19221,Female,16,52,67,84,59,4,high_school,yes,no,yes,34,2,3,0
19222,Female,14,73,50,75,98,6,bachelor,yes,no,yes,40,2,8,0
19223,Female,15,81,86,89,67,8,bachelor,yes,yes,no,22,3,10,1
19224,Male,16,84,73,62,80,10,high_school,no,yes,yes,10,3,9,0
19225,Male,15,50,61,85,81,11,high_school,yes,yes,yes,5,5,15,0
19226,Male,16,64,59,73,57,17,master,yes,no,no,28,5,8,0
19227,Male,16,55,78,72,71,17,bachelor,yes,yes,yes,38,2,17,0
19228,Male,16,74,97,87,52,3,master,no,no,no,18,2,9,1
19229,Male,15,56,63,98,66,10,high_school,yes,no,no,39,1,12,0
19230,Male,16,97,52,96,74,7,high_school,yes,no,no,17,1,6,1
19231,Male,16,95,74,92,78,19,master,yes,yes,no,43,2,2,1
19232,Female,15,54,76,67,97,3,high_school,yes,no,no,60,5,19,0
19233,Female,17,62,55,75,97,11,bachelor,yes,yes,no,34,5,4,0
19234,Male,14,87,79,64,68,11,bachelor,yes,no,no,24,1,5,0
19235,Male,16,79,89,72,93,17,bachelor,yes,yes,yes,5,2,13,1
19236,Female,18,67,90,65,59,12,master,yes,no,no,13,4,1,0
19237,Female,14,91,70,91,51,6,bachelor,no,no,yes,15,1,2,1
19238,Female,16,60,53,64,75,12,master,yes,yes,yes,40,1,17,0
19239,Male,18,59,69,81,58,18,master,no,yes,no,35,4,7,0
19240,Female,17,60,85,90,53,18,bachelor,yes,no,no,18,5,0,0
19241,Male,14,87,74,67,92,7,high_school,no,yes,no,28,5,2,1
19242,Male,16,60,51,64,64,5,master,yes,no,yes,56,4,13,0
19243,Male,18,94,58,56,76,17,high_school,no,yes,no,6,2,12,0
19244,Female,15,94,89,65,69,3,high_school,yes,no,no,19,2,17,1
19245,Female,16,73,51,70,91,16,bachelor,yes,no,no,44,4,8,0
19246,Female,15,65,78,56,64,5,bachelor,yes,yes,no,5,4,4,0
19247,Male,18,75,62,81,78,18,bachelor,yes,yes,yes,6,3,17,0
19248,Female,15,52,79,59,58,3,master,yes,no,no,26,3,5,0
19249,Male,18,79,63,51,82,5,bachelor,yes,no,no,12,2,20,0
19250,Female,16,84,67,56,62,14,high_school,yes,yes,no,54,4,7,0
19251,Female,15,87,61,52,74,3,bachelor,yes,no,no,20,1,15,0
19252,Male,18,62,73,61,51,14,high_school,yes,no,no,14,3,4,0
19253,Female,18,83,87,77,61,13,high_school,yes,yes,no,49,3,20,1
19254,Male,14,63,100,96,84,9,master,yes,no,no,34,2,6,1
19255,Female,14,74,95,91,86,18,high_school,yes,no,yes,33,1,17,1
19256,Female,17,69,50,94,73,10,bachelor,yes,no,yes,51,5,17,0
19257,Male,17,50,59,66,84,4,bachelor,yes,no,no,48,3,10,0
19258,Female,16,77,60,52,85,3,bachelor,no,yes,yes,29,4,11,0
19259,Female,14,81,89,59,97,19,high_school,no,no,no,51,3,6,1
19260,Male,15,68,97,52,74,6,bachelor,no,no,yes,37,1,14,0
19261,Male,17,92,91,81,73,3,high_school,yes,yes,no,8,4,5,1
19262,Female,16,68,75,97,74,10,master,yes,yes,yes,42,4,4,1
19263,Female,15,93,99,84,54,3,high_school,no,yes,no,7,1,3,1
19264,Female,17,98,88,78,75,13,high_school,yes,no,no,29,4,11,1
19265,Female,15,75,64,54,82,9,master,yes,no,yes,13,5,10,0
19266,Male,17,72,73,90,80,5,bachelor,no,yes,no,50,3,15,1
19267,Female,15,96,79,98,54,10,high_school,no,no,no,51,4,3,1
19268,Female,17,56,78,81,76,1,master,yes,yes,no,58,4,1,0
19269,Female,16,85,75,72,82,1,master,yes,no,no,7,2,2,1
19270,Male,16,62,82,62,71,5,bachelor,no,no,no,21,3,9,0
19271,Female,16,76,64,94,91,9,high_school,yes,no,no,11,1,9,1
19272,Male,14,62,65,83,57,7,high_school,yes,yes,yes,38,1,3,0
19273,Male,15,51,81,88,91,9,bachelor,yes,no,no,6,2,14,0
19274,Female,16,64,70,97,76,2,high_school,yes,yes,no,53,3,17,1
19275,Female,14,61,74,55,99,17,bachelor,yes,no,no,53,2,17,0
19276,Female,14,81,78,69,95,13,high_school,no,no,no,16,2,20,1
19277,Male,17,80,64,88,82,6,high_school,yes,yes,no,27,5,13,1
19278,Male,15,66,64,63,69,11,master,yes,yes,no,42,4,4,0
19279,Female,16,61,92,99,88,1,high_school,yes,yes,yes,20,2,11,1
19280,Male,16,57,82,97,83,6,high_school,yes,no,no,21,1,1,1
19281,Male,16,90,52,73,71,10,high_school,yes,yes,no,9,1,13,0
19282,Male,16,100,97,63,95,4,master,yes,yes,no,12,3,13,1
19283,Male,16,75,100,85,78,4,high_school,yes,no,no,35,5,20,1
19284,Male,18,64,97,53,91,5,high_school,yes,yes,no,40,2,17,0
19285,Male,17,62,63,58,77,6,bachelor,yes,yes,no,16,4,12,0
19286,Female,18,87,75,74,71,19,high_school,yes,yes,no,56,4,7,1
19287,Male,18,89,94,71,62,5,high_school,no,no,yes,18,2,14,1
19288,Female,14,56,59,79,83,13,bachelor,yes,yes,no,7,3,7,0
19289,Male,17,85,80,72,57,1,master,no,yes,no,59,3,14,0
19290,Female,18,77,61,50,60,19,master,yes,no,no,41,1,1,0
19291,Male,18,84,94,57,80,13,bachelor,yes,yes,yes,7,1,8,1
19292,Female,17,77,51,57,50,15,high_school,yes,yes,yes,59,4,12,0
19293,Female,15,88,56,60,80,2,bachelor,yes,no,yes,15,1,18,0
19294,Female,14,78,70,98,82,13,master,yes,yes,no,10,5,20,1
19295,Male,15,91,79,77,81,19,bachelor,yes,no,no,31,3,5,1
19296,Male,18,85,87,56,80,12,master,yes,yes,yes,34,2,19,0
19297,Male,16,72,52,54,91,7,bachelor,yes,yes,no,45,2,5,0
19298,Female,15,93,83,82,81,4,master,yes,yes,yes,19,2,2,1
19299,Male,16,75,98,83,62,8,bachelor,yes,no,yes,56,3,9,1
19300,Male,15,53,67,84,96,20,high_school,yes,yes,yes,21,3,7,0
19301,Female,18,96,62,95,71,4,bachelor,yes,no,no,47,3,18,1
19302,Male,18,53,62,96,55,18,master,yes,yes,yes,58,1,19,0
19303,Female,18,81,81,51,91,2,high_school,no,no,yes,45,3,8,0
19304,Female,18,59,88,94,54,12,high_school,yes,no,yes,45,1,17,1
19305,Female,15,59,72,50,91,5,master,no,yes,no,22,3,12,0
19306,Male,14,77,71,95,87,16,high_school,yes,no,yes,13,4,17,1
19307,Male,18,50,78,64,93,14,bachelor,no,yes,no,33,5,11,0
19308,Female,15,94,80,84,63,7,bachelor,yes,no,no,7,5,8,1
19309,Female,17,51,84,82,86,9,high_school,yes,no,yes,54,5,18,0
19310,Female,16,56,88,96,76,17,master,yes,yes,yes,7,1,13,1
19311,Male,18,54,56,100,68,1,bachelor,yes,no,yes,25,3,20,0
19312,Male,15,66,72,76,80,15,high_school,yes,no,no,44,1,19,0
19313,Male,14,83,50,81,97,13,bachelor,yes,no,no,15,1,5,1
19314,Female,14,87,58,62,97,20,high_school,yes,yes,no,28,4,19,0
19315,Female,16,94,50,84,92,20,master,yes,yes,yes,44,1,18,1
19316,Female,15,55,90,75,78,9,high_school,yes,no,no,19,2,4,0
19317,Female,16,58,90,66,81,15,high_school,yes,no,no,57,5,9,0
19318,Female,17,58,76,68,56,13,high_school,yes,yes,no,6,2,20,0
19319,Female,15,57,69,58,62,20,high_school,yes,no,no,25,4,11,0
19320,Female,17,56,80,72,62,13,master,yes,no,yes,40,2,1,0
19321,Female,18,51,96,83,51,20,master,no,no,no,12,5,15,0
19322,Female,18,92,92,75,89,16,high_school,yes,no,no,25,2,7,1
19323,Female,17,78,69,61,86,3,bachelor,yes,no,yes,22,3,0,0
19324,Female,16,62,92,82,79,18,bachelor,no,no,no,55,5,7,1
19325,Male,18,99,51,100,68,5,bachelor,no,yes,no,12,4,2,1
19326,Female,15,55,65,96,85,2,high_school,yes,no,no,18,4,19,0
19327,Female,18,53,69,73,50,14,high_school,yes,no,no,39,5,20,0
19328,Female,17,72,95,69,75,19,master,yes,yes,no,31,1,13,1
19329,Male,17,53,75,93,89,16,bachelor,yes,no,no,47,4,13,0
19330,Female,15,51,94,58,67,10,master,yes,no,no,50,3,6,0
19331,Female,14,73,92,55,64,15,high_school,yes,no,no,44,3,20,0
19332,Male,15,94,81,81,61,12,bachelor,no,no,no,13,4,16,1
19333,Male,18,95,57,70,94,3,bachelor,yes,no,yes,44,3,9,1
19334,Female,15,57,57,88,100,12,high_school,yes,yes,no,7,3,12,0
19335,Male,14,76,65,54,89,12,bachelor,yes,no,no,7,3,12,0
19336,Female,16,80,73,90,78,1,high_school,yes,no,no,42,3,15,1
19337,Female,14,59,79,83,84,7,bachelor,yes,no,yes,10,2,20,0
19338,Male,14,68,63,98,100,2,high_school,yes,no,yes,52,4,20,1
19339,Female,16,63,70,76,56,10,master,yes,no,no,33,1,7,0
19340,Female,17,77,87,64,64,8,high_school,yes,no,yes,16,4,1,0
19341,Male,14,71,75,89,57,4,high_school,yes,no,yes,30,5,16,0
19342,Male,14,56,50,76,91,14,high_school,yes,no,no,23,1,10,0
19343,Female,16,93,50,70,69,17,high_school,no,no,no,59,1,0,0
19344,Male,15,90,66,62,98,11,bachelor,no,no,no,53,1,13,0
19345,Male,14,72,89,83,85,18,bachelor,yes,no,yes,49,5,10,1
19346,Female,16,70,77,81,79,8,bachelor,yes,no,no,16,5,0,0
19347,Male,15,65,67,82,99,10,master,no,no,no,47,4,4,0
19348,Male,18,50,80,67,70,7,bachelor,yes,yes,yes,5,3,1,0
19349,Female,15,65,89,59,69,16,bachelor,no,no,no,41,1,3,0
19350,Male,15,94,77,89,62,5,high_school,yes,yes,no,21,2,2,1
19351,Male,17,76,64,55,91,7,high_school,yes,no,no,28,3,4,0
19352,Male,18,80,84,83,68,2,bachelor,yes,yes,no,34,3,17,1
19353,Male,14,90,65,89,77,11,master,yes,no,no,52,4,9,1
19354,Male,18,88,82,63,58,14,high_school,yes,yes,no,40,1,1,0
19355,Male,18,60,63,85,84,10,bachelor,yes,yes,no,56,1,0,0
19356,Male,14,62,92,59,82,13,high_school,no,yes,no,13,5,7,0
19357,Male,16,66,82,72,76,12,bachelor,no,no,no,48,1,10,0
19358,Male,15,73,60,78,97,5,bachelor,yes,yes,no,28,1,9,0
19359,Female,16,80,52,74,92,8,bachelor,yes,no,yes,31,1,16,0
19360,Male,16,64,83,60,58,5,high_school,yes,yes,no,39,4,6,0
19361,Female,14,58,50,52,54,11,high_school,yes,yes,yes,8,4,0,0
19362,Male,14,94,69,86,69,2,bachelor,yes,yes,no,25,2,18,1
19363,Female,17,99,60,97,78,10,bachelor,yes,no,yes,38,3,9,1
19364,Male,16,71,81,93,69,2,master,yes,no,yes,12,2,8,1
19365,Female,14,60,73,75,84,8,high_school,yes,no,no,9,2,13,0
19366,Female,18,67,61,52,89,14,high_school,yes,yes,no,37,4,7,0
19367,Male,15,70,94,65,97,9,master,yes,no,no,23,3,7,0
19368,Female,16,50,62,94,53,10,bachelor,yes,no,no,27,2,10,0
19369,Female,18,94,64,66,97,1,high_school,no,yes,no,16,1,19,1
19370,Male,16,72,88,54,89,4,bachelor,yes,yes,yes,18,3,3,0
19371,Female,15,91,68,81,91,13,bachelor,yes,no,no,39,2,1,1
19372,Male,14,59,94,82,72,2,high_school,yes,no,no,46,4,6,0
19373,Male,18,70,65,56,58,20,high_school,yes,no,no,45,3,16,0
19374,Female,15,81,92,76,90,19,high_school,yes,yes,no,12,5,5,1
19375,Female,16,92,72,51,52,2,bachelor,yes,yes,yes,17,3,10,0
19376,Female,18,79,68,73,94,1,bachelor,yes,no,no,17,2,18,0
19377,Female,14,83,65,86,55,2,high_school,yes,no,yes,9,2,18,0
19378,Female,14,87,74,65,79,10,high_school,yes,no,no,44,4,20,0
19379,Female,16,88,64,54,85,19,master,yes,no,yes,55,2,7,0
19380,Male,17,50,69,77,80,13,high_school,yes,yes,no,11,2,8,0
19381,Female,16,90,98,74,72,18,master,no,no,no,14,1,10,1
19382,Female,16,100,83,86,52,13,bachelor,no,yes,no,11,3,16,1
19383,Male,14,85,50,90,79,18,high_school,no,no,yes,36,1,18,1
19384,Male,15,93,97,93,82,13,high_school,yes,no,yes,8,4,11,1
19385,Male,16,64,90,79,56,6,bachelor,no,no,yes,45,2,7,0
19386,Male,18,99,94,56,93,5,master,yes,no,no,36,2,6,1
19387,Female,16,77,82,51,90,15,high_school,no,no,no,43,4,12,0
19388,Female,18,53,68,59,85,12,master,yes,yes,yes,26,3,2,0
19389,Male,15,89,66,55,94,18,high_school,yes,no,yes,52,3,13,0
19390,Male,14,93,77,87,56,11,master,yes,no,no,37,3,12,1
19391,Female,18,55,91,88,92,15,high_school,no,no,no,28,3,17,1
19392,Male,15,50,75,95,80,12,high_school,yes,no,no,5,2,16,0
19393,Male,17,77,50,100,85,5,high_school,yes,no,yes,9,2,10,1
19394,Male,16,79,81,57,51,4,bachelor,yes,no,no,43,1,18,0
19395,Female,16,56,89,63,53,14,bachelor,yes,yes,no,37,5,10,0
19396,Male,17,63,76,62,56,18,bachelor,no,no,no,42,4,6,0
19397,Male,14,72,80,51,89,6,high_school,yes,no,no,45,5,16,0
19398,Male,16,81,88,65,60,14,bachelor,yes,yes,no,7,5,7,0
19399,Male,14,58,65,75,81,18,high_school,yes,yes,no,12,4,20,0
19400,Female,17,81,59,61,61,10,bachelor,yes,no,no,38,1,11,0
19401,Male,14,73,82,58,74,20,high_school,yes,yes,no,52,1,19,0
19402,Male,17,90,69,75,89,18,high_school,yes,no,no,16,2,2,1
19403,Male,15,90,73,75,54,13,bachelor,yes,yes,no,41,2,6,1
19404,Female,16,81,73,58,52,6,high_school,no,no,no,14,3,19,0
19405,Male,14,93,61,97,92,12,high_school,no,yes,no,21,4,9,1
19406,Male,14,57,56,67,75,8,high_school,yes,no,yes,38,4,9,0
19407,Male,15,54,97,60,100,6,high_school,yes,yes,no,43,3,17,0
19408,Female,15,80,69,72,89,10,high_school,yes,yes,no,21,1,12,0
19409,Male,14,97,97,89,75,10,bachelor,no,no,no,48,2,8,1
19410,Male,14,85,54,97,50,18,master,no,no,no,54,2,18,1
19411,Male,14,82,84,75,51,2,bachelor,yes,yes,yes,21,5,20,0
19412,Male,16,90,85,88,94,16,bachelor,yes,no,no,31,4,16,1
19413,Female,17,51,86,76,67,13,master,yes,yes,no,22,4,10,0
19414,Male,17,53,88,62,68,11,bachelor,no,yes,yes,43,3,14,0
19415,Female,16,69,66,50,78,12,bachelor,no,no,no,23,1,4,0
